id_area,lat,lon,declividade,irradiacao,potencial_mw,custo_conexao,area_protegida
11500,-16.81997208212391,-44.64857125999126,1.1712581,3.8180027917876087,188.16644959046056,103605438.9026219,0
11501,-16.81997208212391,-44.598396132867855,1.0908676,3.8180027917876087,188.16644959046056,103401332.4510133,0
11502,-16.81997208212391,-44.54822100574446,1.2483957,3.8180027917876087,188.16644959046056,103279949.2983397,0
11503,-16.81997208212391,-44.49804587862106,1.2626249,3.8180027917876087,188.16644959046056,103241612.51598357,0
11504,-16.81997208212391,-44.44787075149766,1.4282079,3.8180027917876087,188.16644959046056,103286424.4896582,0
11505,-16.81997208212391,-44.397695624374265,1.0147651,3.8180027917876087,188.16644959046056,103414265.55699329,0
11506,-16.81997208212391,-44.34752049725087,1.284632,3.8180027917876087,188.16644959046056,103624795.59947836,0
11507,-16.81997208212391,-44.297345370127466,1.159542,3.8180027917876087,188.16644959046056,103917458.53961141,0
11508,-16.81997208212391,-44.24717024300407,1.2340134,3.8180027917876087,188.16644959046056,104291489.60557911,1
11509,-16.81997208212391,-44.196995115880675,1.0008143,3.8180027917876087,188.16644959046056,104745925.14479087,0
11510,-16.81997208212391,-44.14681998875727,0.79478896,3.8180027917876087,188.16644959046056,105279614.6982632,0
11511,-16.81997208212391,-44.09664486163388,1.3513229,3.8180027917876087,188.16644959046056,105891234.99340563,0
11512,-16.81997208212391,-44.04646973451048,1.3017784,3.8180027917876087,188.16644959046056,106579305.47521795,0
11513,-16.81997208212391,-43.996294607387085,1.3006368,3.8180027917876087,188.16644959046056,107342204.976024,0
11514,-16.81997208212391,-43.94611948026368,1.4002509,3.8180027917876087,188.16644959046056,108178189.12119424,0
11515,-16.81997208212391,-43.89594435314029,3.467846,3.8180027917876087,188.16644959046056,109085408.08132924,1
11516,-16.81997208212391,-43.84576922601689,3.25202,3.8180027917876087,188.16644959046056,110061924.30777052,1
11517,-16.81997208212391,-43.79559409889349,2.0788207,3.8180027917876087,188.16644959046056,111105729.92520434,1
11518,-16.81997208212391,-43.74541897177009,0.80002844,3.8180027917876087,188.16644959046056,112214763.49944058,0
